Date,Longitude,Latitude,Depth,Magnitude
19/03/2023 19:35:06,36.461,38.023,7,3.7
19/03/2023 18:47:53,36.45,38.008,7,3.5
19/03/2023 17:53:48,36.467,38.026,7,3.7
19/03/2023 14:18:28,36.318,37.918,7.09,3.6
19/03/2023 13:36:38,36.461,38.016,7,3.6
19/03/2023 13:12:25,36.466,38.006,7.03,3.7
19/03/2023 12:56:45,36.464,38.003,7.35,4.1
19/03/2023 12:54:25,36.469,38.006,7,4.4
19/03/2023 08:44:19,35.05,35.358,17.03,4.1
19/03/2023 07:39:02,38.147,37.99,7,3.6
19/03/2023 07:25:26,37.941,38.182,6.96,4
19/03/2023 03:31:45,37.482,38.009,10.42,3.7
19/03/2023 01:19:33,37.342,38.034,7.33,3.6
18/03/2023 23:21:34,36.309,37.057,6.98,3.6
18/03/2023 23:14:38,37.342,37.959,7.33,3.8
18/03/2023 12:43:43,35.987,35.334,18.74,3.9
18/03/2023 09:31:06,36.259,37.142,6.97,3.7
18/03/2023 09:25:31,36.373,37.789,6.99,4.2
18/03/2023 07:55:41,38.281,38.286,6.68,3.9
18/03/2023 07:38:08,36.372,37.951,6.87,3.7
18/03/2023 05:14:29,36.454,38.024,7,4.6
18/03/2023 01:40:04,36.619,37.855,7.05,3.9
17/03/2023 18:20:40,36.584,37.809,7,3.9
17/03/2023 13:24:10,36.674,38.155,12.39,4
17/03/2023 01:41:12,36.522,38.005,7,4.1
16/03/2023 23:32:09,36.539,38.002,7.19,3.5
16/03/2023 19:59:13,34.289,36.438,16.04,4.3
16/03/2023 19:38:38,36.637,37.879,7,3.7
16/03/2023 13:13:18,36.325,37.972,8.95,3.8
16/03/2023 12:12:32,36.842,37.276,7,3.6
16/03/2023 12:02:54,36.26,36.419,10.51,3.6
15/03/2023 21:28:28,36.254,37.919,7,3.7
15/03/2023 05:49:33,37.494,37.984,7.72,4
15/03/2023 03:29:55,36.305,37.138,7,3.9
14/03/2023 18:55:16,38.543,38.152,7.12,3.9
14/03/2023 14:49:47,37.384,37.84,5.34,4.9
14/03/2023 11:57:56,36.193,37.791,6.7,3.8
14/03/2023 11:33:23,36.581,38.038,6.96,3.7
14/03/2023 06:47:34,36.976,38.135,7,4.7
14/03/2023 05:16:59,36.483,36.829,10.63,3.7
14/03/2023 02:27:52,38.552,38.139,7.03,3.9
13/03/2023 15:56:58,38.679,38.193,6.17,3.6
13/03/2023 15:06:20,36.24,36.406,7,3.7
13/03/2023 06:17:45,38.686,38.187,7,3.7
13/03/2023 02:23:44,38.657,38.174,10.49,3.5
13/03/2023 02:23:14,36.505,36.828,11.21,4.4
13/03/2023 02:13:51,38.673,38.186,8.08,4.5
13/03/2023 01:34:29,38.677,38.189,10.14,4.7
12/03/2023 22:41:28,36.643,38.048,7,3.8
12/03/2023 20:55:11,38.143,38.277,7,3.5
12/03/2023 19:41:40,36.491,36.879,10.96,3.5
12/03/2023 13:36:46,35.329,35.461,6.83,3.9
12/03/2023 13:01:21,36.485,38.029,6.64,3.5
12/03/2023 12:31:21,36.253,37.91,8.17,4.4
12/03/2023 09:14:55,36.367,37.236,7,3.9
12/03/2023 01:40:52,35.31,37.856,8.37,3.6
11/03/2023 19:35:16,35.668,36.976,7,4
11/03/2023 11:32:09,38.626,38.163,7.11,3.9
11/03/2023 00:39:22,36.386,37.804,7.03,3.6
10/03/2023 18:05:34,37.301,38.242,8.57,3.5
10/03/2023 07:58:34,37.493,37.985,7.01,3.9
10/03/2023 02:28:13,35.326,38.693,7,4.8
09/03/2023 23:34:16,38.486,38.125,7.24,4.1
09/03/2023 21:08:48,36.912,37.141,7,4.1
09/03/2023 18:55:27,38.442,38.107,9.6,4.5
09/03/2023 16:09:33,38.076,38.575,7,3.6
08/03/2023 21:44:04,37.037,37.299,7,4
08/03/2023 14:52:00,36.623,37.865,7,3.7
08/03/2023 09:30:19,36.337,37.902,15.2,3.8
08/03/2023 09:26:28,36.674,37.893,11.25,3.7
08/03/2023 03:23:37,37.239,38.085,6.83,3.5
07/03/2023 20:30:30,38.314,38.069,5.12,3.5
07/03/2023 20:18:18,38.154,38.179,8.6,3.7
07/03/2023 17:55:39,36.349,37.889,7,3.7
07/03/2023 14:18:20,37.407,38.828,7,4.2
07/03/2023 11:53:38,35.263,38.707,8.52,4.3
07/03/2023 11:48:03,35.32,38.701,7,4.4
07/03/2023 11:47:27,35.283,38.699,16.4,4.7
